category,macro_state_1,macro_state_2,innovation_success,year,outcome,Feature1,Feature2,predicted_outcome
3,4.917462774389883,3.502492800381666,8,1,499.88194896745773,-201.0100320568763,214.8522451356086,489.8512130787323
3,5.65725377801299,2.0341804266863406,5,1,545.4765934301907,-122.74937156708779,199.87704253625708,553.1366709691694
2,6.2706107907355415,9.649764996488269,10,1,-609.6843743991489,-36.34706401536948,-899.4854757074934,-501.3925397228628
3,6.088568213994142,0.3102880629050231,8,1,423.2505191646822,-64.02658605376087,43.937308993237856,455.919722939477
3,6.353330515855326,3.6689934970980262,9,1,734.3093870353703,-23.201768222550527,209.70673189259617,662.5139636700457
1,4.545285973770384,0.3841789419578545,10,1,355.76825115520404,-229.65266979248236,53.68666183246002,216.90499203997769
3,3.9753642484951897,5.0410029692510765,10,1,325.53836570088754,-259.59399605970634,114.23495310853195,330.6499570488256
3,5.8153563616035395,4.011754211392187,9,1,636.7894181534501,-102.34379554971656,194.7254152641534,568.3906197144369
2,4.483106659011764,7.206688720873729,8,1,-103.73874780659004,-233.7377935052782,-229.09285142651038,-28.390644931788557
2,5.006262280260222,9.54034488691357,8,1,-713.164416259924,-193.11481719291498,-863.0400079697961,-621.714825162711
1,5.7468670108353805,5.196888391436499,8,1,404.5924844048958,-111.3425182653557,97.39933015811368,378.92781189275803
3,7.021097770387184,2.8539957744586752,6,1,775.3621816399391,95.90791257420597,221.605063564203,793.521976138409
3,5.528800510118049,8.721756388062635,9,1,-343.9839068142746,-138.3739720178246,-609.4853575962093,-271.85032961403385
3,5.205102982450652,6.0453978075227,7,1,236.05490958137335,-173.95300710486686,-15.666811384262814,286.38918151087034
1,3.878889116009632,5.534845462146661,8,1,138.92940442785232,-262.99566277593834,56.70380256946032,186.57913979352202
1,6.169355423558693,1.8857466159058278,7,1,533.7778091219553,-51.954983899833564,192.32956086584892,533.2455769660154
2,5.408642860788106,0.40591513471109675,8,1,379.6165713159419,-152.21507816326573,56.50233131485392,338.72725315158823
1,4.652858029835571,4.614049448326614,8,1,319.0988125850171,-222.1118812166727,154.0894151560268,324.8485339393541
3,4.549581645860572,5.280469269472667,8,1,299.429727678743,-229.36304508566775,87.86938081700339,334.51533573133565
3,4.59313737905999,1.2709372492513638,10,1,515.1283274368828,-226.37237818114693,149.2701212295319,398.906743048385
1,5.043965202778243,0.5939662899762199,9,1,382.58643663168124,-189.6389792048816,79.87028028911723,283.10230108423565
3,3.540992993529862,2.160803497848546,8,1,423.30971671217003,-271.1046438442748,205.43983774438183,410.34419390010703
3,6.218022804719643,0.630983154016963,8,1,502.1840591470932,-44.51954341785745,84.26066864169124,515.7501252238338
1,6.034673397305456,0.5613826684689882,8,1,390.83709613669316,-71.8916204272515,75.94867869636377,396.92805826911234
1,4.832511648459541,4.441662294211004,10,1,381.4980544471089,-208.18042417545655,167.58343375936977,352.27400958391326
3,4.595350517129841,8.102441853641084,8,1,-239.10838841923618,-226.21779148573773,-440.0445295713471,-190.2533210570848
3,4.976822295215139,6.639882276638519,9,1,138.51533669112862,-195.77764816695992,-116.45136110233454,163.77999073070555
3,5.14656182558654,6.794136572782229,8,1,124.78813992439106,-179.80741023704365,-145.50633279565045,150.6952569673059
2,4.699903303914582,2.624365637683076,9,1,491.92137569595866,-218.6254341638005,218.92642617753657,434.7409920137361
2,5.999085059982896,0.11104184939981998,5,1,272.070911512942,-77.00257500594876,16.27997424686912,373.7173992409204
2,3.575891828991434,4.506465913472266,9,1,290.76908905685383,-270.5412636017641,162.68606114705352,326.58479754528946
1,4.288063830065264,3.7712415187316726,7,1,332.08763976210065,-245.251287734688,205.8559911736774,353.47570343898946
2,5.775241991864059,9.47234999265038,9,1,-608.3278478605877,-107.6438770597224,-840.6956800135765,-513.8995570732989
1,5.32427654247887,0.720195123793469,9,1,421.0746132805965,-161.48600307682716,94.5585327566141,325.943529679787
1,4.320458749591623,7.764193228478869,9,1,-236.50724472013715,-243.47559430427089,-355.64510160882355,-206.2496959130944
2,5.40046846669703,3.854161775768076,9,1,514.2032129630961,-153.12950031001628,202.34711103782837,483.6576107278121
2,4.207039554913573,8.296198274694436,7,1,-387.60067773591595,-249.4543049488122,-490.9820617605483,-305.9963667093605
2,4.6898841692207744,4.949078963270938,7,1,284.9721616203343,-219.37755297400258,123.59001434692766,338.65246137292513
3,6.043718945542453,8.205018085452899,8,1,-117.06359905651927,-70.5820935009433,-466.7761222772574,-61.34921577820067
2,5.933083577065181,4.66848368153045,9,1,546.2476490523053,-86.30742921332626,149.518018021849,497.6505888085228
3,5.288236757763924,4.018595085224855,10,1,568.9257578985378,-165.33387745080915,194.36628616118094,505.0414087103718
1,3.948850962746733,9.637084986298701,8,1,-746.0132110548749,-260.5769305087836,-895.2311979942613,-762.937128503045
3,4.622344849905231,3.6885809416033313,7,1,446.7827862117272,-224.31180931552217,209.0097613168171,460.70695200129495
2,5.096465642809374,8.05300027492217,8,1,-231.13091514297528,-184.67618245155154,-427.34891357992797,-177.58509603147948
1,6.455421388065267,0.6703260230632513,8,1,416.8480606192288,-6.488992900003041,88.85140058495878,475.2334076849558
1,3.217630566357294,0.6264861804179367,5,1,285.3336510529877,-273.32139539718776,83.73098152084765,203.28058612365993
1,4.12785595310014,4.381081937059371,10,1,331.4438535551183,-253.23295957541058,171.97066864933612,311.6087090739256
3,6.128603392122176,5.855701734812767,5,1,386.284180044177,-58.08663978360096,12.752823265627285,430.67518348202634
2,6.360167077793996,6.085329847811904,9,1,421.180898067312,-22.09947225204155,-21.879838600257358,390.46068914770115
1,4.930286262722199,0.3638608642180008,8,1,337.57808763765206,-199.89514651979584,51.0332095180764,244.00906299828057
1,6.538400741223244,6.967399540044444,7,1,215.60442613615461,7.493263660755474,-179.56846643201857,220.79579722873694
1,4.266628845578571,1.2992600010711641,9,1,404.9309205580302,-246.39631047324218,151.67139818203503,298.1460877087929
3,3.4907605959363806,9.553449799797217,7,1,-622.836051655258,-271.80469317670656,-867.3732359873959,-663.1689291641025
3,5.790230275679128,3.3354875467710663,9,1,645.6301411562972,-105.67332439212282,218.61300057275207,588.9486761806293
2,6.294704909612194,2.6144503148529417,6,1,590.8225611121953,-32.5547988580679,218.75104687520763,620.6362480171398
3,6.278029191982128,2.9126601736938373,9,1,700.8290384252347,-35.18266069077424,221.86416385557115,662.690503164797
1,4.136555393787422,9.373534403607039,6,1,-730.9879042363489,-252.83371732561113,-808.6375558697389,-668.60027319535
2,5.1993798628190016,4.82841210517911,7,1,380.23399821166527,-174.53318388069306,135.2252573589875,395.1320734782945
1,5.839818046960043,4.346797505919058,9,1,527.0233922671417,-99.07086127230104,174.371778143926,468.171916871625
1,5.300977713231695,5.658982181152819,8,1,253.84341271302398,-163.98125448817075,40.31349632935746,269.20324184118675
3,6.446356709146143,9.307619030409771,10,1,-386.64997927930176,-7.9947865164886025,-787.5260446677339,-319.5118311842225
2,4.5949541427987235,3.0833986292970774,8,1,445.100410822221,-226.24549672295848,221.63348997204702,429.82799324908854
3,4.9293841896784905,1.808200103912081,6,1,469.1751921396736,-199.9738523535999,187.94592668047605,463.9810743268762
3,5.2361904615054975,5.954909327812495,10,1,330.66628396468644,-170.77187099298567,-1.8844232970880057,303.35270570992634
2,5.832554139236201,4.916747722879235,9,1,500.57309084008995,-100.04599910896445,126.77934454023807,461.1733454312737
1,4.805540268798197,0.6196826550166357,7,1,323.8737422146106,-210.3787128799629,82.92767849751542,265.4199656175525
1,5.927434143933409,5.219373248674412,8,1,434.04350340290995,-87.09338920835933,94.87012994262864,400.64774073426935
2,6.6046247080549465,5.624178761835706,9,1,564.849651017155,18.908350727881498,44.98691152152617,498.3352622494077
1,4.481928847598329,6.941506101778825,8,1,-50.66182844091253,-233.81324003568363,-174.38208040515838,-15.324320440841987
2,4.835340620290096,9.955420795923985,9,1,-833.6724008317224,-207.9476646619354,-1004.4825982381053,-777.9902629000406
2,5.9677595917761534,4.215809485009148,9,1,571.7682599315173,-81.44698380536602,183.0012257957968,535.9942419904309
3,6.927528374137077,5.102032729873973,7,1,698.5721656184289,77.82505290677932,107.7892885769869,661.6233414837662
2,5.63595928538112,0.750023120253448,8,1,432.6441506118923,-125.3987162570063,97.91234770605094,406.9536314490447
3,4.213763729965786,8.315880675701003,7,1,-328.535590916442,-249.1184503910432,-496.26208229971576,-269.37153269075895
1,5.198172269723117,0.9815579727403456,9,1,427.8250966887141,-174.6553857073743,122.42430783248703,340.6399221251128
1,5.960193351765492,9.338300222934068,8,1,-555.9092365597243,-82.51284139805512,-797.3255006930394,-486.9673420910945
1,4.187431432627127,3.4850034197712376,8,1,361.55552553156326,-250.42029243339437,215.3118300514626,357.7625376180683
1,3.921619796660692,3.3758246801612,9,1,370.7224487861417,-261.5485372740172,217.8331195443144,349.15558227029726
3,4.655016983443711,3.2860898069494047,8,1,499.5378740859099,-221.95439708037713,219.45661224601207,473.51121516563495
1,5.659633548438592,9.504895958325415,7,1,-703.9564742052602,-122.4518329070122,-851.361854413027,-580.9426873200392
2,3.630785754157948,9.801078067857578,9,1,-725.4352997911163,-269.5273115234814,-950.8764994031369,-785.9638109266183
2,4.306921212328427,9.732404167532055,8,1,-767.5852613350957,-244.2242583654102,-927.4098403007599,-737.1940986661701
2,5.27365988514734,7.047871500043228,9,1,39.719653653782544,-166.87108403747368,-195.9019863766623,71.66692958586404
3,6.090518753648817,1.1105815975986533,8,1,542.8177559782107,-63.73911390121691,134.9140566510339,547.183942749817
1,5.290210743095436,3.863622271271454,9,1,471.37863176624626,-165.1248634915895,201.92480422320256,429.6709407316131
1,5.374684783932691,2.893092139535339,8,1,499.3053064138234,-155.99107263939595,221.79697339360135,458.6769007542054
1,6.004921719049761,7.083895384364276,7,1,106.19663411267581,-76.1688556767457,-203.31932320858232,113.38282111467201
3,6.597257810476312,4.926544855101318,8,1,655.3339783338049,17.627270781403467,125.81845252287894,619.4547233042824
2,6.485511886865472,6.165013487721439,9,1,450.91873750610927,-1.4599168275383363,-34.51745882454975,398.46262434791197
2,2.958638403932022,0.0873107573238796,7,1,287.8397828141487,-271.18672321743765,12.852825430070546,176.10610221263292
1,5.098057912467877,7.828640620939985,9,1,-199.70802090600137,-184.52343439404785,-371.282291287627,-162.93472568167482
2,5.912515864418087,9.520518366844625,8,1,-628.2964769609292,-89.16089423179801,-856.5006508357264,-511.2215450675244
2,6.6997867310212404,6.693732893226945,8,1,366.84685270007157,35.7096689940895,-126.45859616085102,343.69107283323854
3,5.640986611185234,8.519373967502435,9,1,-264.362786370682,-124.77536394158835,-551.9932221548574,-200.7595860964458
3,4.140813702139549,4.782503886916583,6,1,279.11199861828857,-252.63686086681315,139.45966849208799,362.83180762527485
3,4.272987131563088,0.202080792886713,8,1,395.2353727530457,-246.059146182115,29.164752883686898,259.1146067015719
3,4.300968239070584,9.904692223172125,8,1,-788.2905706662901,-244.5504666200717,-986.7314695117636,-755.2729361318353
1,5.3075188812506084,0.5883214999264241,8,1,368.9662306414948,-163.28355209010283,79.19472483546888,308.7821727453661
3,4.5201779483755455,1.9277420378044352,10,1,532.1184796596912,-231.32637458628267,194.5773049257774,439.25993033949476
2,1.9553378349268806,0.5244015058494012,7,1,301.8456611557461,-230.08434225150165,71.43313061376692,275.78878836226534
1,3.821710986071562,6.24958400528985,10,1,85.38568809961922,-264.78396926399796,-48.279376872200146,79.80765386380192
2,4.555750878480871,5.8323090269863975,9,1,203.31549595159262,-228.94542662154493,16.13211409228927,221.62668747074437
2,3.6375175100784563,2.0966965417456676,9,1,386.1327831583682,-269.39221351522684,202.7242585766455,367.7720450614187
2,3.786470551909198,9.566532413004321,10,1,-648.7793330599353,-265.80171675120783,-871.7077042114756,-703.0694209626835
3,7.050970630490696,9.1348629572967,7,1,-263.3220956915562,101.77662633002387,-733.2320356929938,-155.44640936296992
3,4.9913781058356035,2.798100585913482,6,1,505.65142588800603,-194.4666995285595,221.19720020243702,502.7395006738775
1,4.613885290621508,6.588647640728128,8,1,12.317442667969534,-224.9131762598928,-107.06562788405176,60.892195856055466
1,5.6673434277253705,8.55233337174923,7,1,-381.8413910264957,-121.48586307095184,-561.2158257808164,-289.83068885176823
3,6.146069422650385,3.5979810659683498,8,1,678.8983271535521,-55.469199788377864,212.0717752002871,632.6115754119093
2,7.2406156644550865,2.535824906771577,7,1,758.9402376449199,140.11287207014811,217.18531525615302,791.7381873263012
1,6.705373018030109,2.561899424014155,6,1,611.0686520692852,36.710545974176966,217.73900910615086,647.3205550803278
3,5.4348088296250046,8.204564875289385,10,1,-166.2752273573358,-149.26474782060006,-466.65685104639897,-139.91259886699902
3,3.467192099656794,4.630702174397298,10,1,327.9022030911034,-272.0880554076266,152.7067346772875,356.6276792696609
