category,macro_state_1,macro_state_1_clip,ms_1_2nd,ms_1_3rd,macro_state_2,macro_state_2_2nd,macro_state_2_3rd,innovation_success,year,outcome
1,6.816808774,6.816808774,46.46888186,316.7694815,3.82120297,14.60159214,55.79564726,9,1,725.3110494
1,4.920671241,4.920671241,24.21300546,119.1442396,7.341518952,53.89790052,395.6924581,10,1,-64.44612611
1,4.617272761,4.617272761,21.31920775,98.43659721,9.86737558,97.36510083,960.7380182,8,1,-871.0147607
1,6.125672537,6.125672537,37.52386403,229.8589033,8.087460869,65.40702331,528.9767416,10,1,-107.0317761
1,3.466265898,3.466265898,12.01499928,41.64718227,6.462235621,41.76048922,269.866121,10,1,26.40523334
1,4.295356702,4.295356702,18.4500892,79.24971428,0.329100398,0.108307072,0.0356439,10,1,354.1445983
1,5.791495644,5.791495644,33.5414218,194.2549982,9.521076658,90.65090073,863.0941749,10,1,-655.1067477
1,3.919628865,3.919628865,15.36349044,60.21918059,7.150349858,51.12750309,365.5795344,9,1,-95.05855707
1,4.458253745,4.458253745,19.87602645,88.61236938,0.274240658,0.075207938,0.020625075,8,1,317.1528625
1,5.459291347,5.459291347,29.80386201,162.707966,9.315020403,86.76960511,808.260642,7,1,-666.528703
1,5.793876902,5.793876902,33.56900955,194.494709,4.209527717,17.7201236,74.59335143,9,1,529.7365911
1,5.191587106,5.191587106,26.95257668,139.9266496,2.867978273,8.225299373,23.58997989,9,1,504.0162568
1,3.821052629,3.821052629,14.6004432,55.78906186,2.563794784,6.573043693,16.85193513,8,1,356.0743544
1,7.136725636,7.136725636,50.9328528,363.4937963,9.317663871,86.81886001,808.9489552,7,1,-374.9695543
1,3.818133061,3.818133061,14.57814007,55.66127857,7.643774519,58.42728889,446.605022,9,1,-221.5611511
1,6.135130744,6.135130744,37.63982924,230.9252736,4.689873273,21.99491132,103.1533467,8,1,532.460418
1,6.218724155,6.218724155,38.67253012,240.4937972,6.619282385,43.81489929,290.0231911,8,1,279.5104234
1,5.716054335,5.716054335,32.67327716,186.7622275,2.879178749,8.289670271,23.86744248,8,1,538.6183642
1,4.782365893,4.782365893,22.87102354,109.3776029,0.577949089,0.334025149,0.193049531,7,1,323.3047402
1,5.491057334,5.491057334,30.15171064,165.5647719,0.828554586,0.686502702,0.568804962,6,1,349.7977229
1,5.476355356,5.476355356,29.99046798,164.23846,7.265281621,52.78431704,383.4929285,9,1,2.721254176
1,4.553490577,4.553490577,20.73427644,94.41333238,1.854395194,3.438781536,6.376859954,7,1,393.1730704
1,4.394855991,4.394855991,19.31475918,84.88558512,2.686588348,7.21775695,19.39114172,8,1,400.7528051
1,5.650871554,5.650871554,31.93234932,180.4456044,1.097374967,1.204231818,1.321493852,8,1,430.8787066
1,3.473089815,3.473089815,12.06235286,41.89363487,8.194937899,67.15700716,550.3475031,8,1,-358.3699233
1,5.859750761,5.859750761,34.33667898,201.2043808,9.563596677,91.4623814,874.7093268,9,1,-677.7066963
1,6.08361233,6.08361233,37.01033899,225.1565546,6.931538132,48.04622088,333.0342121,10,1,185.0792607
1,6.731040381,6.731040381,45.30690462,304.9626045,7.320624709,53.59154613,392.3235968,8,1,184.9397055
1,4.92341144,4.92341144,24.2399802,119.3433958,2.915150759,8.498103949,24.77325418,8,1,442.7024458
1,5.603111425,5.603111425,31.39485764,175.9088855,3.232647183,10.45000781,33.7811883,7,1,510.3464944
1,5.34528039,5.34528039,28.57202245,152.7254713,7.949943612,63.20160343,502.4491835,9,1,-199.9336198
1,4.523994072,4.523994072,20.46652236,92.59042582,3.315494346,10.99250276,36.44558075,8,1,378.9383332
1,8.13353666,8.13353666,66.15441859,538.0693888,6.211809102,38.58657232,239.6924211,8,1,831.4241741
1,7.31353344,7.31353344,53.48777138,391.1846046,1.629317292,2.654674839,4.32530762,6,1,592.9509631
1,4.200256758,4.200256758,17.64215683,74.10158848,5.81752891,33.84364262,196.8863694,9,1,118.795138
1,3.237065248,3.237065248,10.47859142,33.91988412,2.357464654,5.557639597,13.10193891,8,1,322.1504351
1,6.240140493,6.240140493,38.93935337,242.9870358,9.834601241,96.71938158,951.1965501,8,1,-758.0966497
1,6.433631344,6.433631344,41.39161228,266.2983741,7.16284417,51.3063366,367.4992939,8,1,159.4570319
1,7.437670488,7.437670488,55.31894229,411.4440646,9.266964289,85.87662713,795.8156369,8,1,-257.0766496
1,4.809349252,4.809349252,23.12984023,111.2394798,9.303773999,86.56021062,805.336637,9,1,-645.0015707
1,4.875501932,4.875501932,23.77051909,115.8932117,8.82941429,77.95855671,688.3283947,5,1,-574.2773795
1,5.938990844,5.938990844,35.27161225,209.4777822,6.363677553,40.49639199,257.7059807,10,1,288.4070498
1,5.117924568,5.117924568,26.19315188,134.0545755,5.868475976,34.43901028,202.1045045,8,1,205.7657737
1,4.095526956,4.095526956,16.77334105,68.69567042,1.311492148,1.720011655,2.255781781,7,1,361.817827
1,4.431211159,4.431211159,19.63563234,87.00963312,5.008437524,25.08444643,125.6338828,7,1,230.684447
1,3.424080303,3.424080303,11.72432592,40.14503346,1.966930384,3.868815134,7.609690035,7,1,329.1799501
1,3.2335748,3.2335748,10.45600598,33.81027745,4.473437444,20.01164257,89.52083117,9,1,229.9148603
1,5.2188472,5.2188472,27.23636609,142.1424329,6.796755618,46.19588693,313.982154,9,1,61.29389275
1,6.005251962,6.005251962,36.06305112,216.5677085,3.610154036,13.03321216,47.0519035,10,1,607.097273
1,6.524701369,6.524701369,42.57172795,277.7678116,0.929266336,0.863535922,0.802454862,8,1,474.4052304
1,4.083091704,4.083091704,16.67163786,68.07182625,9.915014385,98.30751026,974.7203784,7,1,-890.3925841
1,5.842809846,5.842809846,34.13842689,199.4643368,9.840520788,96.83584937,952.9151887,9,1,-791.8523445
1,6.641536815,6.641536815,44.11001126,292.9582637,1.317629562,1.736147662,2.287599482,7,1,508.1857813
1,5.533635428,5.533635428,30.62112105,169.4461203,8.93529435,79.83948512,713.3893003,6,1,-524.7603331
1,3.923271946,3.923271946,15.39206276,60.38724801,0.324103888,0.10504333,0.034044952,9,1,331.9631116
1,5.235349799,5.235349799,27.40888752,143.4951137,1.608552132,2.587439963,4.162032069,7,1,409.0223359
1,4.937150893,4.937150893,24.37545894,120.3453188,9.430212717,88.92891189,838.6185558,6,1,-747.0339406
1,3.271645733,3.271645733,10.7036658,35.01860255,6.151156082,37.83672114,232.7395774,8,1,5.596399698
1,4.667378843,4.667378843,21.78442527,101.6761656,4.750758824,22.5697094,107.2232461,9,1,326.3143872
1,4.115078771,4.115078771,16.93387329,69.68422248,8.471973295,71.77433151,608.0702198,9,1,-391.8987619
1,3.88670868,3.88670868,15.10650437,58.71458165,7.13027436,50.84081245,362.5089414,7,1,-149.9175698
1,5.501426367,5.501426367,30.26569207,166.5044764,0.773595723,0.598450343,0.462958626,8,1,397.343483
1,3.078725602,3.078725602,9.478551332,29.18185866,6.125994327,37.52780649,229.8951296,6,1,-26.99952282
1,5.947078377,5.947078377,35.36774122,210.3347291,6.741743818,45.45110971,306.419738,7,1,161.1637732
1,2.112365699,2.112365699,4.462088848,9.425563429,4.600614106,21.16565015,97.37498863,10,1,213.711793
1,3.338029262,3.338029262,11.14243936,37.19378862,7.787696376,60.64821484,472.3098829,10,1,-232.1499851
1,3.495215108,3.495215108,12.21652865,42.69939551,0.757578021,0.573924458,0.434792555,10,1,372.6658239
1,5.134074535,5.134074535,26.35872133,135.32764,7.805511322,60.92600701,475.5586375,9,1,-177.6328534
1,4.020540878,4.020540878,16.16474895,64.99103393,8.475068265,71.8267821,608.7368815,8,1,-426.1553959
1,4.530148651,4.530148651,20.5222468,92.96882863,6.382409644,40.73515287,259.9884325,7,1,35.27305388
1,5.318682153,5.318682153,28.28837985,150.456901,7.404044529,54.81987539,405.8887985,10,1,-22.45762653
1,3.523199353,3.523199353,12.41293368,43.73323992,0.827226712,0.684304032,0.566074574,8,1,335.0010248
1,6.544225093,6.544225093,42.82688206,280.2687562,3.98528241,15.88247589,63.29615178,9,1,671.0664096
1,4.577785415,4.577785415,20.95611931,95.93261732,1.088948894,1.185809694,1.291286155,9,1,394.0390329
1,6.095438579,6.095438579,37.15437146,226.4721892,4.504548407,20.29095635,91.40159512,9,1,569.3183319
1,5.310971214,5.310971214,28.20641524,149.8034594,7.741182896,59.92591263,463.8974499,8,1,-152.5238231
1,6.044498033,6.044498033,36.53595647,220.841517,1.500103389,2.250310178,3.375697925,9,1,525.6532045
1,6.56266809,6.56266809,43.06861246,282.6450086,2.001375515,4.005503952,8.016517535,7,1,565.7580843
1,4.636745595,4.636745595,21.49940972,99.68729331,8.644967296,74.73545955,646.0856037,7,1,-509.8021478
1,5.194417221,5.194417221,26.98197027,140.155611,5.309238333,28.18801168,149.6568721,9,1,329.9771926
1,4.769864465,4.769864465,22.75160702,108.5220818,2.977518157,8.865614376,26.39752778,6,1,392.2132578
1,4.962245292,4.962245292,24.62387834,122.1897244,7.779089834,60.51423865,470.7456987,7,1,-238.431766
1,5.134024066,5.134024066,26.35820311,135.3236491,0.161914856,0.026216421,0.004244828,9,1,348.1874346
1,4.731370559,4.731370559,22.38586737,105.9158338,3.37350495,11.38053565,38.39229334,8,1,399.2963878
1,1.825251062,1.825251062,3.331541439,6.080899549,6.583733336,43.34554464,285.3755072,8,1,-10.86450492
1,4.682651545,4.682651545,21.92722549,102.6775563,0.370671779,0.137397568,0.050929401,6,1,288.6148719
1,6.551281199,6.551281199,42.91928535,281.1763072,5.837199882,34.07290246,198.8903422,9,1,496.0431985
1,4.094653116,4.094653116,16.76618414,68.65170816,3.128561714,9.787898399,30.62204419,7,1,339.2217512
1,6.621576994,6.621576994,43.84528188,290.3249098,5.419959892,29.37596523,159.2165533,9,1,561.1834176
1,5.194898286,5.194898286,26.98696821,140.1945549,4.852182539,23.5436754,114.2382107,8,1,355.8503073
1,5.985085028,5.985085028,35.82124279,214.3931839,9.407752928,88.50581515,832.6408417,10,1,-603.7906339
1,2.814512264,2.814512264,7.921479285,22.2951006,7.557073311,57.10935703,431.5795979,8,1,-180.6286029
1,5.873379703,5.873379703,34.49658914,202.6115665,3.318545354,11.01274327,36.546288,9,1,575.0465651
1,6.634763486,6.634763486,44.02008651,292.0628626,6.986715054,48.81418725,341.0508169,7,1,220.7061548
1,6.127941809,6.127941809,37.55167081,230.1144536,9.94581462,98.91922846,983.8323086,7,1,-843.6049812
1,6.036401591,6.036401591,36.43814416,219.9552714,0.002031652,4.12761E-06,8.38587E-09,9,1,327.9049919
1,5.757043991,5.757043991,33.14355551,190.8089071,9.83150249,96.65844122,950.2977055,7,1,-817.1225718
1,3.328532742,3.328532742,11.07913022,36.87724767,0.704114799,0.495777651,0.349084381,7,1,310.3142268
1,4.294826602,4.294826602,18.44553554,79.22037675,9.178119365,84.23787508,773.1452725,9,1,-608.1465224
1,3.886237156,3.886237156,15.10283923,58.693215,5.445065689,29.64874036,161.4393389,6,1,94.00911501
1,5.262650137,5.262650137,27.69548646,145.7516556,3.861116438,14.90822014,57.56237385,9,1,479.8434455
1,4.831102156,4.831102156,23.33954804,112.7557409,4.646358518,21.58864748,100.3085961,8,1,329.433557
1,4.775543297,4.775543297,22.80581378,108.9101511,0.766131011,0.586956726,0.44968575,7,1,351.4473445
1,4.366008542,4.366008542,19.06203058,83.22498835,9.773368835,95.51873838,933.5398609,8,1,-809.4129502
1,5.940374037,5.940374037,35.2880437,209.6241786,0.899601903,0.809283584,0.728033052,9,1,455.9637048
1,2.542892887,2.542892887,6.466304234,16.44311904,3.441756128,11.84568525,40.76995979,7,1,226.9065488
1,4.941869019,4.941869019,24.4220694,120.6906681,6.339670482,40.19142183,254.8003706,9,1,131.6057421
1,5.786824814,5.786824814,33.48734143,193.7853784,7.991886918,63.87025651,510.4438675,6,1,-220.6904842
1,4.472564485,4.472564485,20.00383308,89.46843339,2.782220869,7.740752965,21.53648444,9,1,413.5293745
1,5.334902572,5.334902572,28.46118545,151.8376515,3.577520503,12.79865295,45.78744335,8,1,455.970969
